"B19013_001E","enrollment","FourYrDrop_Campus","FourYrGrad_Campus","CollegeReady_Math_Campus","CollegeReady_Reading_Campus","Attendance_All","Year","CNTYNAME","NAME"
42368,933.636363636364,0.0986666666666667,0.831,0.302222222222222,0.276666666666667,0.9249,2014,"JEFFERSON","Jefferson County, Texas"
43540,1014.1,0.092,0.850555555555556,0.392444444444444,0.315777777777778,0.9132,2015,"JEFFERSON","Jefferson County, Texas"
44965,971.818181818182,0.121,0.815888888888889,0.363333333333333,0.246888888888889,0.9127,2016,"JEFFERSON","Jefferson County, Texas"
46315,1046.6,0.103333333333333,0.848,0.407571428571429,0.285857142857143,0.91475,2017,"JEFFERSON","Jefferson County, Texas"
48463,1122.11111111111,0.0851428571428571,0.842571428571429,0.389125,0.25175,0.912625,2018,"JEFFERSON","Jefferson County, Texas"
51248,1119,0.110714285714286,0.828285714285714,0.347375,0.197,0.906,2019,"JEFFERSON","Jefferson County, Texas"
40000,299,0.111,0.806,0.54,0.64,0.928,2010,"JIM HOGG","Jim Hogg County, Texas"
36752,275,0.096,0.882,0.62,0.6,0.938,2011,"JIM HOGG","Jim Hogg County, Texas"
36919,291,0.143,0.844,0.6,0.61,0.937,2012,"JIM HOGG","Jim Hogg County, Texas"
36121,277,0.067,0.907,0.75,0.75,0.922,2013,"JIM HOGG","Jim Hogg County, Texas"
38013,289,0.063,0.937,0.53,0.53,0.932,2014,"JIM HOGG","Jim Hogg County, Texas"
35521,298,0.045,0.924,0.318,0.273,0.914,2015,"JIM HOGG","Jim Hogg County, Texas"
34769,312,0.114,0.848,0.618,0.559,0.902,2016,"JIM HOGG","Jim Hogg County, Texas"
31403,312,0.043,0.957,0.536,0.464,0.914,2017,"JIM HOGG","Jim Hogg County, Texas"
32049,314,0.053,0.921,0.797,0.824,0.937,2018,"JIM HOGG","Jim Hogg County, Texas"
33382,317,0.026,0.949,0.634,0.78,0.933,2019,"JIM HOGG","Jim Hogg County, Texas"
37020,592,0.081,0.817,0.5825,0.635,0.9205,2010,"JIM WELLS","Jim Wells County, Texas"
37413,574.75,0.10425,0.823,0.58,0.57,0.9085,2011,"JIM WELLS","Jim Wells County, Texas"
40723,589.5,0.10375,0.83775,0.58,0.615,0.91225,2012,"JIM WELLS","Jim Wells County, Texas"
40585,585.5,0.122,0.8,0.635,0.4475,0.91225,2013,"JIM WELLS","Jim Wells County, Texas"
42463,577.5,0.12725,0.77075,0.245,0.2,0.9165,2014,"JIM WELLS","Jim Wells County, Texas"
42986,564.25,0.1475,0.7915,0.34725,0.33075,0.91675,2015,"JIM WELLS","Jim Wells County, Texas"
43321,552.25,0.05775,0.858,0.304,0.21525,0.92425,2016,"JIM WELLS","Jim Wells County, Texas"
41103,547.75,0.07375,0.88225,0.455,0.3205,0.91975,2017,"JIM WELLS","Jim Wells County, Texas"
42005,530.75,0.04,0.91375,0.37875,0.19375,0.91725,2018,"JIM WELLS","Jim Wells County, Texas"
41505,527.75,0.028,0.94775,0.43075,0.31175,0.923,2019,"JIM WELLS","Jim Wells County, Texas"
54954,553.533333333333,0.0438461538461538,0.797615384615385,0.513846153846154,0.563846153846154,0.809071428571429,2010,"JOHNSON","Johnson County, Texas"
55970,558,0.0355384615384615,0.814076923076923,0.623076923076923,0.497692307692308,0.940857142857143,2011,"JOHNSON","Johnson County, Texas"
57016,582.133333333333,0.0263076923076923,0.830538461538462,0.534,0.618666666666667,0.869666666666667,2012,"JOHNSON","Johnson County, Texas"
57535,548.4375,0.0380769230769231,0.907,0.585714285714286,0.56,0.943142857142857,2013,"JOHNSON","Johnson County, Texas"
58221,598.4,0.0398461538461539,0.834538461538462,0.428461538461538,0.337692307692308,0.947928571428571,2014,"JOHNSON","Johnson County, Texas"
58135,659.142857142857,0.0410714285714286,0.903571428571429,0.474571428571429,0.357642857142857,0.943428571428571,2015,"JOHNSON","Johnson County, Texas"
59095,678,0.0533571428571429,0.896142857142857,0.397,0.276428571428571,0.934571428571429,2016,"JOHNSON","Johnson County, Texas"
60458,637.333333333333,0.0373571428571429,0.924642857142857,0.414571428571429,0.284214285714286,0.864466666666667,2017,"JOHNSON","Johnson County, Texas"
62066,648.266666666667,0.0277857142857143,0.920357142857143,0.396785714285714,0.2655,0.8668,2018,"JOHNSON","Johnson County, Texas"
64359,667.333333333333,0.0382857142857143,0.835785714285714,0.421142857142857,0.316642857142857,0.932714285714286,2019,"JOHNSON","Johnson County, Texas"
39568,152.8,0.0124,0.9714,0.7,0.6,0.9554,2010,"JONES","Jones County, Texas"
37872,151.2,0.005,0.9764,0.705,0.66,0.9592,2011,"JONES","Jones County, Texas"
38896,150,0.009,0.978,0.6525,0.7025,0.9626,2012,"JONES","Jones County, Texas"
41297,145.4,0.0165,0.97375,0.532,0.53,0.9582,2013,"JONES","Jones County, Texas"
42287,149.2,0.0194,0.9726,0.322,0.302,0.9594,2014,"JONES","Jones County, Texas"
43897,148.4,0,0.9786,0.3506,0.4084,0.959,2015,"JONES","Jones County, Texas"
47007,151.8,0.0174,0.9624,0.357,0.2632,0.9584,2016,"JONES","Jones County, Texas"
48601,150.4,0.0172,0.9766,0.3904,0.3004,0.9532,2017,"JONES","Jones County, Texas"
45694,149.4,0.0164,0.9796,0.6594,0.379,0.9544,2018,"JONES","Jones County, Texas"
50344,151,0.0168,0.9672,0.6924,0.5524,0.9554,2019,"JONES","Jones County, Texas"
39611,145.333333333333,0.021,0.58,0.595,0.7,0.941,2010,"KARNES","Karnes County, Texas"
39297,212,0.0245,0.9205,0.6,0.615,0.944,2011,"KARNES","Karnes County, Texas"
39706,227,0.014,0.9605,0.65,0.61,0.9395,2012,"KARNES","Karnes County, Texas"
42862,207.5,0.034,0.9475,0.54,0.475,0.9395,2013,"KARNES","Karnes County, Texas"
44650,228,0.025,0.916,0.445,0.295,0.9365,2014,"KARNES","Karnes County, Texas"
45502,158.666666666667,0.0575,0.9145,0.3955,0.257,0.939,2015,"KARNES","Karnes County, Texas"
46058,253.5,0.028,0.946,0.2975,0.1165,0.9345,2016,"KARNES","Karnes County, Texas"
53051,282.5,0.027,0.9305,0.359,0.157,0.942,2017,"KARNES","Karnes County, Texas"
52252,264,0.0525,0.9415,0.3885,0.203,0.936,2018,"KARNES","Karnes County, Texas"
56127,264.5,0.0495,0.9125,0.4725,0.2135,0.9415,2019,"KARNES","Karnes County, Texas"
58555,609.363636363636,0.0477777777777778,0.878333333333333,0.618888888888889,0.702222222222222,0.9343,2010,"KAUFMAN","Kaufman County, Texas"
60575,628,0.0482222222222222,0.88,0.666666666666667,0.608888888888889,0.932454545454545,2011,"KAUFMAN","Kaufman County, Texas"
61564,647.818181818182,0.0437777777777778,0.909666666666667,0.594545454545454,0.606363636363636,0.925636363636364,2012,"KAUFMAN","Kaufman County, Texas"
61194,655.363636363636,0.0531111111111111,0.899888888888889,0.631818181818182,0.605454545454545,0.928454545454545,2013,"KAUFMAN","Kaufman County, Texas"
61459,683.818181818182,0.0761818181818182,0.851272727272727,0.245454545454545,0.222727272727273,0.921818181818182,2014,"KAUFMAN","Kaufman County, Texas"
60391,715.545454545455,0.0307272727272727,0.908454545454545,0.416,0.322909090909091,0.924545454545455,2015,"KAUFMAN","Kaufman County, Texas"
60179,739.909090909091,0.0286363636363636,0.891,0.399636363636364,0.284181818181818,0.893,2016,"KAUFMAN","Kaufman County, Texas"
63926,701,0.035,0.897909090909091,0.5065,0.310333333333333,0.920545454545455,2017,"KAUFMAN","Kaufman County, Texas"
65390,727.75,0.0581818181818182,0.888818181818182,0.555916666666667,0.416833333333333,0.837416666666667,2018,"KAUFMAN","Kaufman County, Texas"
70107,754.833333333333,0.0292727272727273,0.922272727272727,0.585,0.469416666666667,0.881666666666667,2019,"KAUFMAN","Kaufman County, Texas"
66655,836.333333333333,0.0025,0.956,0.826666666666667,0.713333333333333,0.954,2010,"KENDALL","Kendall County, Texas"
72092,846,0.003,0.982,0.866666666666667,0.726666666666667,0.961,2011,"KENDALL","Kendall County, Texas"
71553,884,0.0135,0.9655,0.793333333333333,0.87,0.963666666666667,2012,"KENDALL","Kendall County, Texas"
73410,899.666666666667,0.015,0.974666666666667,0.786666666666667,0.74,0.958666666666667,2013,"KENDALL","Kendall County, Texas"
74320,934.333333333333,0.00933333333333333,0.98,0.59,0.543333333333333,0.96,2014,"KENDALL","Kendall County, Texas"
73240,978,0.00666666666666667,0.987333333333333,0.653333333333333,0.577333333333333,0.962,2015,"KENDALL","Kendall County, Texas"
76350,1014,0.002,0.987666666666667,0.661666666666667,0.513666666666667,0.960666666666667,2016,"KENDALL","Kendall County, Texas"
81023,1027.66666666667,0.022,0.964333333333333,0.690666666666667,0.610666666666667,0.956666666666667,2017,"KENDALL","Kendall County, Texas"
82390,1071.33333333333,0.02,0.966333333333333,0.610333333333333,0.513,0.957333333333333,2018,"KENDALL","Kendall County, Texas"
84747,1091.66666666667,0.0103333333333333,0.97,0.632666666666667,0.469,0.955,2019,"KENDALL","Kendall County, Texas"
43072,380.4,0.0156,0.8086,0.5125,0.65,0.9182,2010,"KERR","Kerr County, Texas"
44529,376.6,0.0262,0.8034,0.515,0.5325,0.923,2011,"KERR","Kerr County, Texas"
43849,378.8,0.0232,0.69,0.675,0.6375,0.92025,2012,"KERR","Kerr County, Texas"
43601,474.75,0.023,0.8815,0.595,0.5725,0.92375,2013,"KERR","Kerr County, Texas"
42930,477,0.0275,0.84625,0.4025,0.35,0.9275,2014,"KERR","Kerr County, Texas"
43810,488.5,0.0365,0.86425,0.37525,0.27125,0.91425,2015,"KERR","Kerr County, Texas"
44261,493.75,0.01175,0.9055,0.3765,0.2315,0.916,2016,"KERR","Kerr County, Texas"
48698,484.75,0.014,0.9125,0.44675,0.28925,0.913,2017,"KERR","Kerr County, Texas"
52473,488.25,0.00675,0.92075,0.5545,0.40175,0.9185,2018,"KERR","Kerr County, Texas"
55990,476,0.00325,0.9145,0.52525,0.34375,0.91175,2019,"KERR","Kerr County, Texas"
43429,224,0,1,0.63,0.61,0.958,2010,"KIMBLE","Kimble County, Texas"
43653,194,0,1,0.58,0.52,0.957,2011,"KIMBLE","Kimble County, Texas"
46786,194,0,1,0.6,0.57,0.952,2012,"KIMBLE","Kimble County, Texas"
43424,204,0,1,0.65,0.59,0.954,2013,"KIMBLE","Kimble County, Texas"
40000,201,0,1,0.19,0.19,0.953,2014,"KIMBLE","Kimble County, Texas"
40125,206,0,1,0.395,0.368,0.954,2015,"KIMBLE","Kimble County, Texas"
41263,200,0,0.981,0.536,0.357,0.955,2016,"KIMBLE","Kimble County, Texas"
41095,173,0,1,0.578,0.311,0.95,2017,"KIMBLE","Kimble County, Texas"
42500,173,0,0.98,0.49,0.549,0.946,2018,"KIMBLE","Kimble County, Texas"
43328,163,0,1,0.65,0.6,0.951,2019,"KIMBLE","Kimble County, Texas"
24388,94,0.1665,0.766,0.7,0.68,0.958,2010,"KINNEY","Kinney County, Texas"
25703,187,0,0.947,0.82,0.33,0.948,2011,"KINNEY","Kinney County, Texas"
34083,186,0.161,0.839,0.38,0.79,0.937,2012,"KINNEY","Kinney County, Texas"
33257,211,0.024,0.884,0.79,0.71,0.956,2013,"KINNEY","Kinney County, Texas"
32473,203,0.077,0.923,0.3,0.3,0.953,2014,"KINNEY","Kinney County, Texas"
38281,169,0.078,0.922,0.44,0.538,0.943,2015,"KINNEY","Kinney County, Texas"
34398,174,0.047,0.93,0.574,0.638,0.955,2016,"KINNEY","Kinney County, Texas"
34926,167,0,0.958,0.432,0.318,0.96,2017,"KINNEY","Kinney County, Texas"
31468,169,0.022,0.956,0.472,0.306,0.949,2018,"KINNEY","Kinney County, Texas"
26738,166,0,0.946,0.388,0.245,0.949,2019,"KINNEY","Kinney County, Texas"
36571,487.333333333333,0.0926666666666667,0.859666666666667,0.606666666666667,0.753333333333333,0.937666666666667,2010,"KLEBERG","Kleberg County, Texas"
37222,477.666666666667,0.088,0.856333333333333,0.703333333333333,0.633333333333333,0.935333333333333,2011,"KLEBERG","Kleberg County, Texas"
38058,496.333333333333,0.0713333333333333,0.87,0.636666666666667,0.676666666666667,0.94,2012,"KLEBERG","Kleberg County, Texas"
40566,359,0.106333333333333,0.854666666666667,0.585,0.6375,0.939333333333333,2013,"KLEBERG","Kleberg County, Texas"
37725,372.25,0.091,0.861666666666667,0.265,0.2075,0.81225,2014,"KLEBERG","Kleberg County, Texas"
38247,380.75,0.063,0.918333333333333,0.3625,0.21925,0.8495,2015,"KLEBERG","Kleberg County, Texas"
41469,378.5,0.061,0.923333333333333,0.4915,0.24575,0.87275,2016,"KLEBERG","Kleberg County, Texas"
41700,376.75,0.03675,0.859,0.592666666666667,0.49,0.939,2017,"KLEBERG","Kleberg County, Texas"
42021,490.666666666667,0.0283333333333333,0.929333333333333,0.727666666666667,0.554333333333333,0.935666666666667,2018,"KLEBERG","Kleberg County, Texas"
43730,482,0.04,0.916333333333333,0.643,0.501666666666667,0.941333333333333,2019,"KLEBERG","Kleberg County, Texas"
32055,91.5,0.0315,0.922,0.73,0.755,0.9645,2010,"KNOX","Knox County, Texas"
32646,84,0,1,0.705,0.46,0.973,2011,"KNOX","Knox County, Texas"
33667,94,0,1,0.475,0.705,0.972,2012,"KNOX","Knox County, Texas"
34295,99.5,0,1,0.685,0.725,0.965,2013,"KNOX","Knox County, Texas"
37018,91,0.025,0.975,0.57,0.41,0.965,2014,"KNOX","Knox County, Texas"
40493,101,0,0.976,0.388,0.406,0.958,2015,"KNOX","Knox County, Texas"
42188,96.5,0,0.979,0.283,0.4405,0.957,2016,"KNOX","Knox County, Texas"
46319,86.5,0,0.9815,0.3585,0.2835,0.954,2017,"KNOX","Knox County, Texas"
46146,83,0,1,0.513,0.3835,0.9535,2018,"KNOX","Knox County, Texas"
48798,79,0,1,0.7735,0.6385,0.959,2019,"KNOX","Knox County, Texas"
30144,267,0.084,0.842,0.56,0.6,0.92,2010,"LA SALLE","La Salle County, Texas"
25313,282,0.149,0.851,0.49,0.46,0.927,2011,"LA SALLE","La Salle County, Texas"
26731,307,0.029,0.943,0.49,0.53,0.931,2012,"LA SALLE","La Salle County, Texas"
26756,309,0.044,0.943,0.62,0.57,0.919,2013,"LA SALLE","La Salle County, Texas"
35554,348,0.089,0.842,0.23,0.19,0.926,2014,"LA SALLE","La Salle County, Texas"
37292,372,0.05,0.927,0.276,0.345,0.923,2015,"LA SALLE","La Salle County, Texas"
40094,366,0.104,0.867,0.267,0.244,0.933,2016,"LA SALLE","La Salle County, Texas"
44601,361,0.112,0.876,0.299,0.227,0.937,2017,"LA SALLE","La Salle County, Texas"
51792,375,0.108,0.875,0.462,0.352,0.938,2018,"LA SALLE","La Salle County, Texas"
50151,376,0.071,0.918,0.482,0.259,0.941,2019,"LA SALLE","La Salle County, Texas"
38015,598.5,0.041,0.913,0.6575,0.68,0.95575,2010,"LAMAR","Lamar County, Texas"
40050,590,0.02025,0.95675,0.7425,0.6725,0.957,2011,"LAMAR","Lamar County, Texas"
39630,580.25,0.0315,0.92225,0.6925,0.7425,0.95875,2012,"LAMAR","Lamar County, Texas"
40104,583.5,0.019,0.946,0.5125,0.5025,0.9585,2013,"LAMAR","Lamar County, Texas"
41130,470.4,0.1005,0.82525,0.364,0.3,0.9595,2014,"LAMAR","Lamar County, Texas"
40748,466,0.032,0.9375,0.3302,0.291,0.9538,2015,"LAMAR","Lamar County, Texas"
40283,469.2,0.025,0.953,0.339,0.3036,0.9552,2016,"LAMAR","Lamar County, Texas"
42198,464.4,0.0145,0.97025,0.3934,0.3352,0.9534,2017,"LAMAR","Lamar County, Texas"
43562,447.8,0.0272,0.9484,0.3452,0.304,0.9516,2018,"LAMAR","Lamar County, Texas"
45117,464.4,0.0426,0.894,0.392,0.2382,0.9334,2019,"LAMAR","Lamar County, Texas"
35458,140.4,0.0544,0.5076,0.45,0.455,0.7158,2010,"LAMB","Lamb County, Texas"
35589,139.2,0.0696,0.6966,0.4875,0.36,0.7296,2011,"LAMB","Lamb County, Texas"
35265,135.4,0.1205,0.788,0.476666666666667,0.633333333333333,0.9305,2012,"LAMB","Lamb County, Texas"
36727,161.75,0.034,0.701,0.653333333333333,0.706666666666667,0.9305,2013,"LAMB","Lamb County, Texas"
37161,162,0.00525,0.72025,0.436666666666667,0.353333333333333,0.71275,2014,"LAMB","Lamb County, Texas"
39851,130.4,0.007,0.73075,0.3485,0.28,0.70975,2015,"LAMB","Lamb County, Texas"
41401,163.5,0.01325,0.72325,0.42525,0.31175,0.928,2016,"LAMB","Lamb County, Texas"
43712,163.75,-0.0025,0.72075,0.845666666666667,0.791,0.7085,2017,"LAMB","Lamb County, Texas"
43396,162.5,0.0126666666666667,0.970666666666667,0.65475,0.64125,0.7125,2018,"LAMB","Lamb County, Texas"
45111,158.5,0.007,0.969333333333333,0.973666666666667,0.919,0.945666666666667,2019,"LAMB","Lamb County, Texas"
46378,986,0.029,0.89,0.67,0.64,0.955,2010,"LAMPASAS","Lampasas County, Texas"
48760,985,0.035,0.944,0.74,0.64,0.94,2011,"LAMPASAS","Lampasas County, Texas"
47968,1003,0.009,0.956,0.67,0.76,0.942,2012,"LAMPASAS","Lampasas County, Texas"
49277,1020,0,0.977,0.57,0.69,0.946,2013,"LAMPASAS","Lampasas County, Texas"
48862,1018,0,0.988,0.56,0.47,0.944,2014,"LAMPASAS","Lampasas County, Texas"
49630,1027,0.004,0.979,0.53,0.427,0.945,2015,"LAMPASAS","Lampasas County, Texas"
50358,1032,0.008,0.968,0.522,0.404,0.948,2016,"LAMPASAS","Lampasas County, Texas"
54467,1008,0,0.992,0.638,0.467,0.946,2017,"LAMPASAS","Lampasas County, Texas"
58194,990,0.004,0.976,0.574,0.41,0.938,2018,"LAMPASAS","Lampasas County, Texas"
60772,997,0,0.98,0.542,0.554,0.932,2019,"LAMPASAS","Lampasas County, Texas"
41429,308,0,0.987,0.86,0.58,0.957,2010,"LAVACA","Lavaca County, Texas"
43570,318,0,0.971,0.84,0.81,0.956,2011,"LAVACA","Lavaca County, Texas"
42934,316,0,1,0.82,0.82,0.966,2012,"LAVACA","Lavaca County, Texas"
44149,325,0,1,0.86,0.72,0.969,2013,"LAVACA","Lavaca County, Texas"
45780,330,0,0.986,0.46,0.48,0.964,2014,"LAVACA","Lavaca County, Texas"
48677,346,0,0.986,0.484,0.459,0.96,2015,"LAVACA","Lavaca County, Texas"
47753,365,0.012,0.963,0.46,0.391,0.962,2016,"LAVACA","Lavaca County, Texas"
51708,369,0.012,0.988,0.494,0.458,0.955,2017,"LAVACA","Lavaca County, Texas"
53021,364,0.023,0.966,0.685,0.494,0.957,2018,"LAVACA","Lavaca County, Texas"
54403,351,0.033,0.945,0.81,0.821,0.958,2019,"LAVACA","Lavaca County, Texas"
46986,453.5,0.0575,0.908,0.68,0.695,0.9575,2010,"LEE","Lee County, Texas"
45754,462,0.0315,0.9265,0.715,0.685,0.9605,2011,"LEE","Lee County, Texas"
50860,462.5,0.1755,0.7105,0.705,0.7,0.958,2012,"LEE","Lee County, Texas"
51534,455,0.0115,0.9745,0.745,0.73,0.9575,2013,"LEE","Lee County, Texas"
52452,457.5,0.0255,0.958,0.51,0.355,0.953,2014,"LEE","Lee County, Texas"
53902,429.5,0.0435,0.9255,0.4855,0.444,0.953,2015,"LEE","Lee County, Texas"
54346,431.5,0.03,0.954,0.5195,0.42,0.961,2016,"LEE","Lee County, Texas"
55741,448,0.017,0.965,0.5025,0.4265,0.963,2017,"LEE","Lee County, Texas"
55000,448,0.0065,0.982,0.7035,0.595,0.9615,2018,"LEE","Lee County, Texas"
54744,461,0.019,0.9775,0.6065,0.385,0.9575,2019,"LEE","Lee County, Texas"
40355,207.666666666667,0.019,0.906666666666667,0.596666666666667,0.54,0.950333333333333,2010,"LEON","Leon County, Texas"
42150,202,0.0193333333333333,0.940666666666667,0.71,0.586666666666667,0.952,2011,"LEON","Leon County, Texas"
43534,200.333333333333,0.022,0.945666666666667,0.606666666666667,0.69,0.951333333333333,2012,"LEON","Leon County, Texas"
44452,216,0.0483333333333333,0.916666666666667,0.67,0.603333333333333,0.948666666666667,2013,"LEON","Leon County, Texas"
48763,222,0.0483333333333333,0.917666666666667,0.4,0.27,0.95,2014,"LEON","Leon County, Texas"
49802,235.333333333333,0.0113333333333333,0.979,0.441,0.345,0.952666666666667,2015,"LEON","Leon County, Texas"
47441,222.666666666667,0.0136666666666667,0.986333333333333,0.354666666666667,0.184666666666667,0.955666666666667,2016,"LEON","Leon County, Texas"
44875,225,0.00933333333333333,0.966,0.524,0.620333333333333,0.952666666666667,2017,"LEON","Leon County, Texas"
44818,232,0.0123333333333333,0.969,0.860333333333333,0.651,0.946333333333333,2018,"LEON","Leon County, Texas"
43045,224.666666666667,0.0156666666666667,0.974,0.867333333333333,0.725333333333333,0.949333333333333,2019,"LEON","Leon County, Texas"
45929,503.75,0.0857142857142857,0.860142857142857,0.551428571428571,0.494285714285714,0.89075,2010,"LIBERTY","Liberty County, Texas"
47460,500.5,0.0624285714285714,0.883428571428571,0.668571428571429,0.485714285714286,0.908375,2011,"LIBERTY","Liberty County, Texas"
48408,495.75,0.07725,0.853375,0.53875,0.6825,0.935,2012,"LIBERTY","Liberty County, Texas"
47228,506.375,0.05175,0.889,0.565,0.47625,0.935875,2013,"LIBERTY","Liberty County, Texas"
47722,508.375,0.053125,0.876375,0.33875,0.17375,0.936125,2014,"LIBERTY","Liberty County, Texas"
48729,528.125,0.066875,0.8685,0.386625,0.282375,0.821375,2015,"LIBERTY","Liberty County, Texas"
49655,550.875,0.063,0.865125,0.320875,0.204375,0.921,2016,"LIBERTY","Liberty County, Texas"
48344,572.375,0.07875,0.849,0.412625,0.216,0.91425,2017,"LIBERTY","Liberty County, Texas"
49850,600.375,0.06325,0.870625,0.400625,0.2015,0.803625,2018,"LIBERTY","Liberty County, Texas"
51494,638.625,0.057,0.877,0.380625,0.192875,0.8895,2019,"LIBERTY","Liberty County, Texas"
42140,203.2,0.1706,0.402,0.386666666666667,0.36,0.6452,2010,"LIMESTONE","Limestone County, Texas"
42851,203,0.1935,0.697,0.69,0.35,0.8422,2011,"LIMESTONE","Limestone County, Texas"
40213,209,0.1455,0.80375,0.47,0.566666666666667,0.94175,2012,"LIMESTONE","Limestone County, Texas"
38823,249.75,0.00866666666666667,0.863,0.37,0.363333333333333,0.93075,2013,"LIMESTONE","Limestone County, Texas"
39484,248.25,0.024,0.890333333333333,0.285,0.245,0.963666666666667,2014,"LIMESTONE","Limestone County, Texas"
37554,326,0.013,0.9525,0.3365,0.2955,0.627333333333333,2015,"LIMESTONE","Limestone County, Texas"
37431,334.666666666667,0.033,0.9205,0.288,0.2155,0.959666666666667,2016,"LIMESTONE","Limestone County, Texas"
40356,329,0.0075,0.961,0.3465,0.316,0.626666666666667,2017,"LIMESTONE","Limestone County, Texas"
42680,316.666666666667,0.0235,0.632,0.255,0.3825,0.9395,2018,"LIMESTONE","Limestone County, Texas"
44418,480.5,0.0545,0.8975,0.3365,0.4685,0.9395,2019,"LIMESTONE","Limestone County, Texas"
43719,265.5,0.083,0.846,0.66,0.655,0.94,2010,"LIVE OAK","Live Oak County, Texas"
45276,242,0.0625,0.88,0.675,0.535,0.945,2011,"LIVE OAK","Live Oak County, Texas"
42182,254,0.0995,0.8785,0.53,0.655,0.947,2012,"LIVE OAK","Live Oak County, Texas"
42829,252.5,0.0575,0.928,0.655,0.635,0.937,2013,"LIVE OAK","Live Oak County, Texas"
44579,262,0.0415,0.923,0.455,0.315,0.941,2014,"LIVE OAK","Live Oak County, Texas"
50400,270,0.054,0.9305,0.305,0.3405,0.946,2015,"LIVE OAK","Live Oak County, Texas"
50741,282.5,0.065,0.9115,0.4535,0.3005,0.958,2016,"LIVE OAK","Live Oak County, Texas"
51480,283,0.0505,0.927,0.508,0.4325,0.959,2017,"LIVE OAK","Live Oak County, Texas"
55766,263.5,0.0555,0.9245,0.653,0.569,0.9515,2018,"LIVE OAK","Live Oak County, Texas"
53848,264,0.022,0.96,0.581,0.5515,0.9585,2019,"LIVE OAK","Live Oak County, Texas"
41969,512,0,0.939,0.91,0.79,0.947,2010,"LLANO","Llano County, Texas"
41837,525,0.008,0.898,0.83,0.8,0.95,2011,"LLANO","Llano County, Texas"
45533,498,0,0.98,0.83,0.82,0.949,2012,"LLANO","Llano County, Texas"
44094,496,0,0.942,0.86,0.79,0.947,2013,"LLANO","Llano County, Texas"
45205,476,0,0.991,0.56,0.45,0.951,2014,"LLANO","Llano County, Texas"
48259,493,0.017,0.966,0.677,0.523,0.953,2015,"LLANO","Llano County, Texas"
48562,538,0,1,0.541,0.459,0.956,2016,"LLANO","Llano County, Texas"
50524,539,0.029,0.961,0.577,0.691,0.951,2017,"LLANO","Llano County, Texas"
52178,505,0,0.984,0.632,0.444,0.946,2018,"LLANO","Llano County, Texas"
53411,501,0.008,0.975,0.584,0.816,0.951,2019,"LLANO","Llano County, Texas"
42562,733.8125,0.0787142857142857,0.837142857142857,0.550666666666667,0.581333333333333,0.8585625,2010,"LUBBOCK","Lubbock County, Texas"
43983,730.75,0.0850714285714286,0.854285714285714,0.589333333333333,0.569333333333333,0.8646875,2011,"LUBBOCK","Lubbock County, Texas"
43993,801.6,0.0601428571428571,0.889428571428571,0.648,0.594,0.870375,2012,"LUBBOCK","Lubbock County, Texas"
44397,755.5,0.0924,0.859466666666667,0.639333333333333,0.56,0.8703125,2013,"LUBBOCK","Lubbock County, Texas"
45529,729.705882352941,0.0566,0.8984,0.332,0.266666666666667,0.8685625,2014,"LUBBOCK","Lubbock County, Texas"
46075,740.470588235294,0.056,0.888733333333333,0.425928571428571,0.3505,0.86525,2015,"LUBBOCK","Lubbock County, Texas"
46859,806.5625,0.068,0.882714285714286,0.447571428571429,0.3515,0.871133333333333,2016,"LUBBOCK","Lubbock County, Texas"
49078,878.066666666667,0.0601428571428571,0.895285714285714,0.634785714285714,0.472142857142857,0.932714285714286,2017,"LUBBOCK","Lubbock County, Texas"
50473,886.8,0.0403571428571429,0.911142857142857,0.717,0.625846153846154,0.869142857142857,2018,"LUBBOCK","Lubbock County, Texas"
52429,961.642857142857,0.0481538461538462,0.904307692307692,0.760615384615385,0.652538461538462,0.809666666666667,2019,"LUBBOCK","Lubbock County, Texas"
43672,114.5,0.0225,0.9775,0.69,0.465,0.9595,2010,"LYNN","Lynn County, Texas"
46456,121,0.012,0.9525,0.57,0.48,0.9635,2011,"LYNN","Lynn County, Texas"
45066,116.5,0,0.95,0.455,0.59,0.966,2012,"LYNN","Lynn County, Texas"
44375,129,0,1,0.63,0.52,0.961,2013,"LYNN","Lynn County, Texas"
41541,121.5,0,1,0.365,0.35,0.965,2014,"LYNN","Lynn County, Texas"
39526,117.5,0.0385,0.9615,0.541,0.2925,0.9625,2015,"LYNN","Lynn County, Texas"
40722,111,0,1,0.6035,0.2665,0.9615,2016,"LYNN","Lynn County, Texas"
44922,119.5,0.011,0.9575,0.963,0.7225,0.956,2017,"LYNN","Lynn County, Texas"
43524,116.5,0.02,0.96,0.892,0.7945,0.957,2018,"LYNN","Lynn County, Texas"
43382,124.5,0.0355,0.9285,0.7105,0.934,0.952,2019,"LYNN","Lynn County, Texas"
37207,627,0.007,0.96,0.85,0.67,0.955,2010,"MADISON","Madison County, Texas"
37437,610,0.013,0.968,0.67,0.58,0.973,2011,"MADISON","Madison County, Texas"
41202,634,0,0.986,0.61,0.73,0.959,2012,"MADISON","Madison County, Texas"
41732,642,0.013,0.968,0.6,0.6,0.956,2013,"MADISON","Madison County, Texas"
40879,609,0.006,0.981,0.29,0.29,0.956,2014,"MADISON","Madison County, Texas"
39390,645,0.023,0.947,0.539,0.412,0.964,2015,"MADISON","Madison County, Texas"
43209,637,0.006,0.981,0.496,0.333,0.961,2016,"MADISON","Madison County, Texas"
